website_pageview_id,created_at,website_session_id,pageview_url
528051,"2014-04-01 00:03:15",222031,/home
528052,"2014-04-01 00:06:06",222031,/products
528053,"2014-04-01 00:06:13",222032,/lander-2
528054,"2014-04-01 00:06:40",222031,/the-original-mr-fuzzy
528055,"2014-04-01 00:08:45",222032,/products
528056,"2014-04-01 00:10:16",222032,/the-original-mr-fuzzy
528057,"2014-04-01 00:11:42",222032,/cart
528058,"2014-04-01 00:12:20",222033,/lander-4
528059,"2014-04-01 00:15:18",222034,/lander-2
528060,"2014-04-01 00:17:25",222035,/lander-3
528061,"2014-04-01 00:20:57",222036,/lander-2
528062,"2014-04-01 00:21:09",222035,/products
528063,"2014-04-01 00:22:24",222035,/the-original-mr-fuzzy
528064,"2014-04-01 00:23:31",222037,/home
528065,"2014-04-01 00:24:01",222037,/products
528066,"2014-04-01 00:24:15",222035,/cart
528067,"2014-04-01 00:25:30",222037,/the-original-mr-fuzzy
528068,"2014-04-01 00:27:14",222035,/shipping
528069,"2014-04-01 00:27:36",222035,/billing-2
528070,"2014-04-01 00:32:46",222038,/home
528071,"2014-04-01 00:33:03",222035,/thank-you-for-your-order
528072,"2014-04-01 00:36:04",222039,/lander-3
528073,"2014-04-01 00:39:42",222040,/lander-3
528074,"2014-04-01 00:48:57",222041,/home
528075,"2014-04-01 00:49:48",222042,/lander-4
528076,"2014-04-01 00:50:16",222041,/products
528077,"2014-04-01 00:53:37",222041,/the-forever-love-bear
528078,"2014-04-01 00:56:12",222043,/home
528079,"2014-04-01 00:58:11",222044,/lander-2
528080,"2014-04-01 00:58:58",222045,/lander-2
528081,"2014-04-01 01:13:16",222046,/lander-2
528082,"2014-04-01 01:13:17",222047,/lander-3
528083,"2014-04-01 01:14:24",222047,/products
528084,"2014-04-01 01:15:19",222046,/products
528085,"2014-04-01 01:15:33",222048,/lander-2
528086,"2014-04-01 01:18:35",222046,/the-original-mr-fuzzy
528087,"2014-04-01 01:19:30",222046,/cart
528088,"2014-04-01 01:20:12",222048,/products
528089,"2014-04-01 01:23:03",222049,/home
528090,"2014-04-01 01:24:19",222049,/products
528091,"2014-04-01 01:25:57",222049,/the-original-mr-fuzzy
528092,"2014-04-01 01:28:13",222049,/cart
528093,"2014-04-01 01:31:58",222049,/shipping
528094,"2014-04-01 01:32:19",222049,/billing-2
528095,"2014-04-01 01:32:19",222050,/lander-2
528096,"2014-04-01 01:35:09",222051,/lander-2
528097,"2014-04-01 01:40:37",222051,/products
528098,"2014-04-01 01:42:07",222052,/lander-3
528099,"2014-04-01 01:43:08",222051,/the-original-mr-fuzzy
528100,"2014-04-01 01:44:00",222051,/cart
528101,"2014-04-01 01:44:44",222053,/home
528102,"2014-04-01 01:46:16",222051,/shipping
528103,"2014-04-01 01:46:46",222053,/products
528104,"2014-04-01 01:49:30",222051,/billing-2
528105,"2014-04-01 01:49:48",222053,/the-original-mr-fuzzy
528106,"2014-04-01 01:50:34",222053,/cart
528107,"2014-04-01 01:51:42",222054,/home
528108,"2014-04-01 01:51:45",222051,/thank-you-for-your-order
528109,"2014-04-01 01:52:09",222055,/lander-3
528110,"2014-04-01 01:53:55",222053,/shipping
528111,"2014-04-01 01:56:25",222055,/products
528112,"2014-04-01 01:59:19",222055,/the-original-mr-fuzzy
528113,"2014-04-01 02:00:08",222055,/cart
528114,"2014-04-01 02:08:37",222056,/lander-4
528115,"2014-04-01 02:11:12",222056,/products
528116,"2014-04-01 02:11:59",222056,/the-birthday-sugar-panda
528117,"2014-04-01 02:13:20",222056,/cart
528118,"2014-04-01 02:14:08",222057,/home
528119,"2014-04-01 02:14:54",222057,/products
528120,"2014-04-01 02:16:19",222058,/home
528121,"2014-04-01 02:17:33",222058,/products
528122,"2014-04-01 02:18:42",222057,/the-original-mr-fuzzy
528123,"2014-04-01 02:20:41",222058,/the-original-mr-fuzzy
528124,"2014-04-01 02:20:44",222059,/home
528125,"2014-04-01 02:21:10",222058,/cart
528126,"2014-04-01 02:22:37",222057,/cart
528127,"2014-04-01 02:22:37",222060,/lander-2
528128,"2014-04-01 02:26:27",222061,/lander-2
528129,"2014-04-01 02:26:30",222059,/products
528130,"2014-04-01 02:27:36",222060,/products
528131,"2014-04-01 02:29:17",222060,/the-forever-love-bear
528132,"2014-04-01 02:30:27",222061,/products
528133,"2014-04-01 02:30:32",222059,/the-original-mr-fuzzy
528134,"2014-04-01 02:30:57",222061,/the-birthday-sugar-panda
528135,"2014-04-01 02:31:23",222061,/cart
528136,"2014-04-01 02:31:43",222059,/cart
528137,"2014-04-01 02:32:36",222062,/lander-4
528138,"2014-04-01 02:33:14",222061,/shipping
528139,"2014-04-01 02:34:10",222059,/shipping
528140,"2014-04-01 02:36:20",222061,/billing-2
528141,"2014-04-01 02:37:15",222062,/products
528142,"2014-04-01 02:38:53",222062,/the-birthday-sugar-panda
528143,"2014-04-01 02:41:03",222061,/thank-you-for-your-order
528144,"2014-04-01 02:41:58",222063,/lander-4
528145,"2014-04-01 02:51:14",222064,/lander-2
528146,"2014-04-01 03:13:29",222065,/lander-3
528147,"2014-04-01 03:32:48",222066,/lander-4
528148,"2014-04-01 03:33:32",222067,/home
528149,"2014-04-01 03:36:11",222066,/products
528150,"2014-04-01 03:37:42",222067,/products
528151,"2014-04-01 03:38:08",222066,/the-original-mr-fuzzy
528152,"2014-04-01 03:38:31",222068,/lander-4
528153,"2014-04-01 03:42:20",222067,/the-original-mr-fuzzy
528154,"2014-04-01 04:00:55",222069,/lander-3
528155,"2014-04-01 04:05:53",222069,/products
528156,"2014-04-01 04:15:56",222070,/home
528157,"2014-04-01 04:16:27",222071,/lander-3
528158,"2014-04-01 04:17:13",222072,/lander-3
528159,"2014-04-01 04:18:24",222073,/lander-4
528160,"2014-04-01 04:18:59",222070,/products
528161,"2014-04-01 04:19:41",222073,/products
528162,"2014-04-01 04:20:29",222072,/products
528163,"2014-04-01 04:21:04",222072,/the-original-mr-fuzzy
528164,"2014-04-01 04:21:49",222071,/products
528165,"2014-04-01 04:22:49",222070,/the-forever-love-bear
528166,"2014-04-01 04:24:07",222073,/the-original-mr-fuzzy
528167,"2014-04-01 04:24:26",222074,/home
528168,"2014-04-01 04:24:39",222070,/cart
528169,"2014-04-01 04:24:51",222072,/cart
528170,"2014-04-01 04:27:25",222074,/products
528171,"2014-04-01 04:29:53",222074,/the-birthday-sugar-panda
528172,"2014-04-01 04:31:27",222075,/home
528173,"2014-04-01 04:36:10",222076,/lander-4
528174,"2014-04-01 04:37:25",222076,/products
528175,"2014-04-01 04:40:36",222076,/the-original-mr-fuzzy
528176,"2014-04-01 04:42:39",222076,/cart
528177,"2014-04-01 04:55:35",222077,/lander-2
528178,"2014-04-01 04:56:00",222077,/products
528179,"2014-04-01 05:07:24",222078,/lander-2
528180,"2014-04-01 05:39:08",222079,/lander-3
528181,"2014-04-01 05:42:08",222080,/lander-3
528182,"2014-04-01 05:42:40",222081,/lander-4
528183,"2014-04-01 05:43:58",222080,/products
528184,"2014-04-01 05:47:30",222081,/products
528185,"2014-04-01 05:47:49",222080,/the-original-mr-fuzzy
528186,"2014-04-01 05:48:10",222081,/the-birthday-sugar-panda
528187,"2014-04-01 05:50:17",222081,/cart
528188,"2014-04-01 05:51:07",222082,/lander-4
528189,"2014-04-01 05:51:50",222081,/shipping
528190,"2014-04-01 05:52:19",222082,/products
528191,"2014-04-01 05:52:37",222082,/the-original-mr-fuzzy
528192,"2014-04-01 05:54:23",222081,/billing-2
528193,"2014-04-01 05:55:04",222081,/thank-you-for-your-order
528194,"2014-04-01 05:56:07",222083,/lander-3
528195,"2014-04-01 05:56:30",222084,/lander-3
528196,"2014-04-01 05:56:33",222085,/home
528197,"2014-04-01 05:58:32",222084,/products
528198,"2014-04-01 06:00:35",222086,/lander-3
528199,"2014-04-01 06:02:51",222086,/products
528200,"2014-04-01 06:04:36",222087,/home
528201,"2014-04-01 06:06:00",222088,/home
528202,"2014-04-01 06:06:34",222086,/the-birthday-sugar-panda
528203,"2014-04-01 06:06:39",222087,/products
528204,"2014-04-01 06:10:51",222087,/the-original-mr-fuzzy
528205,"2014-04-01 06:14:53",222087,/cart
528206,"2014-04-01 06:16:47",222087,/shipping
528207,"2014-04-01 06:18:59",222089,/lander-2
528208,"2014-04-01 06:19:55",222087,/billing-2
528209,"2014-04-01 06:26:10",222090,/lander-2
528210,"2014-04-01 06:28:34",222090,/products
528211,"2014-04-01 06:29:12",222091,/lander-2
