website_pageview_id,created_at,website_session_id,pageview_url
509541,"2014-03-16 20:05:41",214680,/shipping
509542,"2014-03-16 20:07:44",214680,/billing-2
509543,"2014-03-16 20:12:08",214681,/home
509544,"2014-03-16 20:15:00",214681,/products
509545,"2014-03-16 20:16:06",214682,/lander-4
509546,"2014-03-16 20:18:22",214683,/lander-3
509547,"2014-03-16 20:19:50",214682,/products
509548,"2014-03-16 20:21:05",214684,/home
509549,"2014-03-16 20:23:23",214683,/products
509550,"2014-03-16 20:24:13",214685,/home
509551,"2014-03-16 20:24:15",214682,/the-original-mr-fuzzy
509552,"2014-03-16 20:28:53",214685,/products
509553,"2014-03-16 20:33:06",214685,/the-original-mr-fuzzy
509554,"2014-03-16 20:33:11",214686,/lander-4
509555,"2014-03-16 20:37:09",214687,/lander-3
509556,"2014-03-16 20:40:30",214688,/home
509557,"2014-03-16 20:41:21",214687,/products
509558,"2014-03-16 20:44:31",214687,/the-original-mr-fuzzy
509559,"2014-03-16 20:47:29",214689,/lander-3
509560,"2014-03-16 20:48:29",214687,/cart
509561,"2014-03-16 20:51:32",214687,/shipping
509562,"2014-03-16 20:52:03",214690,/lander-2
509563,"2014-03-16 20:52:21",214687,/billing-2
509564,"2014-03-16 20:52:24",214691,/lander-3
509565,"2014-03-16 20:56:00",214687,/thank-you-for-your-order
509566,"2014-03-16 20:57:59",214691,/products
509567,"2014-03-16 20:59:33",214692,/home
509568,"2014-03-16 21:00:23",214693,/home
509569,"2014-03-16 21:00:57",214691,/the-original-mr-fuzzy
509570,"2014-03-16 21:04:19",214694,/lander-3
509571,"2014-03-16 21:07:50",214694,/products
509572,"2014-03-16 21:11:05",214695,/lander-3
509573,"2014-03-16 21:11:41",214696,/lander-2
509574,"2014-03-16 21:14:23",214696,/products
509575,"2014-03-16 21:14:58",214697,/lander-2
509576,"2014-03-16 21:15:01",214696,/the-original-mr-fuzzy
509577,"2014-03-16 21:16:54",214698,/lander-4
509578,"2014-03-16 21:22:42",214699,/lander-4
509579,"2014-03-16 21:23:00",214700,/home
509580,"2014-03-16 21:23:39",214700,/products
509581,"2014-03-16 21:25:13",214701,/lander-3
509582,"2014-03-16 21:26:32",214700,/the-original-mr-fuzzy
509583,"2014-03-16 21:30:25",214702,/lander-3
509584,"2014-03-16 21:38:05",214703,/home
509585,"2014-03-16 21:38:54",214704,/lander-2
509586,"2014-03-16 21:41:26",214705,/home
509587,"2014-03-16 21:47:21",214706,/lander-4
509588,"2014-03-16 21:48:22",214706,/products
509589,"2014-03-16 21:51:17",214707,/home
509590,"2014-03-16 21:51:48",214706,/the-original-mr-fuzzy
509591,"2014-03-16 21:53:26",214708,/home
509592,"2014-03-16 21:56:04",214709,/lander-2
509593,"2014-03-16 22:00:43",214710,/lander-3
509594,"2014-03-16 22:01:41",214709,/products
509595,"2014-03-16 22:02:19",214710,/products
509596,"2014-03-16 22:04:04",214711,/lander-3
509597,"2014-03-16 22:04:40",214711,/products
509598,"2014-03-16 22:05:29",214709,/the-original-mr-fuzzy
509599,"2014-03-16 22:05:56",214709,/cart
509600,"2014-03-16 22:06:41",214712,/lander-2
509601,"2014-03-16 22:07:56",214709,/shipping
509602,"2014-03-16 22:08:25",214709,/billing-2
509603,"2014-03-16 22:08:45",214711,/the-original-mr-fuzzy
509604,"2014-03-16 22:10:47",214713,/home
509605,"2014-03-16 22:11:07",214714,/lander-3
509606,"2014-03-16 22:11:19",214712,/products
509607,"2014-03-16 22:11:20",214709,/thank-you-for-your-order
509608,"2014-03-16 22:11:55",214714,/products
509609,"2014-03-16 22:12:18",214715,/lander-3
509610,"2014-03-16 22:12:28",214713,/products
509611,"2014-03-16 22:12:50",214713,/the-original-mr-fuzzy
509612,"2014-03-16 22:13:44",214713,/cart
509613,"2014-03-16 22:13:45",214714,/the-original-mr-fuzzy
509614,"2014-03-16 22:14:16",214713,/shipping
509615,"2014-03-16 22:15:40",214712,/the-birthday-sugar-panda
509616,"2014-03-16 22:16:05",214716,/home
509617,"2014-03-16 22:16:13",214715,/products
509618,"2014-03-16 22:16:28",214714,/cart
509619,"2014-03-16 22:16:49",214713,/billing-2
509620,"2014-03-16 22:17:52",214717,/home
509621,"2014-03-16 22:19:37",214715,/the-original-mr-fuzzy
509622,"2014-03-16 22:19:55",214713,/thank-you-for-your-order
509623,"2014-03-16 22:20:00",214714,/shipping
509624,"2014-03-16 22:21:07",214716,/products
509625,"2014-03-16 22:22:49",214715,/cart
509626,"2014-03-16 22:23:32",214716,/the-original-mr-fuzzy
509627,"2014-03-16 22:23:51",214718,/home
509628,"2014-03-16 22:24:10",214715,/shipping
509629,"2014-03-16 22:24:32",214719,/lander-4
509630,"2014-03-16 22:25:30",214720,/home
509631,"2014-03-16 22:26:22",214715,/billing-2
509632,"2014-03-16 22:26:38",214719,/products
509633,"2014-03-16 22:27:02",214720,/products
509634,"2014-03-16 22:27:19",214715,/thank-you-for-your-order
509635,"2014-03-16 22:27:21",214719,/the-original-mr-fuzzy
509636,"2014-03-16 22:27:36",214718,/products
509637,"2014-03-16 22:27:53",214721,/lander-4
509638,"2014-03-16 22:29:15",214718,/the-original-mr-fuzzy
509639,"2014-03-16 22:29:45",214721,/products
509640,"2014-03-16 22:29:49",214720,/the-original-mr-fuzzy
509641,"2014-03-16 22:31:07",214719,/cart
509642,"2014-03-16 22:32:28",214721,/the-original-mr-fuzzy
509643,"2014-03-16 22:33:27",214722,/lander-2
509644,"2014-03-16 22:33:55",214723,/lander-4
509645,"2014-03-16 22:34:00",214721,/cart
509646,"2014-03-16 22:34:03",214724,/lander-3
509647,"2014-03-16 22:34:05",214719,/shipping
509648,"2014-03-16 22:36:56",214722,/products
509649,"2014-03-16 22:37:05",214719,/billing-2
509650,"2014-03-16 22:37:20",214721,/shipping
509651,"2014-03-16 22:37:24",214724,/products
509652,"2014-03-16 22:37:28",214722,/the-original-mr-fuzzy
509653,"2014-03-16 22:37:44",214724,/the-original-mr-fuzzy
509654,"2014-03-16 22:38:54",214723,/products
509655,"2014-03-16 22:39:37",214721,/billing-2
509656,"2014-03-16 22:40:02",214725,/lander-3
509657,"2014-03-16 22:41:02",214726,/lander-2
509658,"2014-03-16 22:41:59",214723,/the-forever-love-bear
509659,"2014-03-16 22:42:09",214721,/thank-you-for-your-order
509660,"2014-03-16 22:42:12",214727,/lander-4
509661,"2014-03-16 22:42:27",214719,/thank-you-for-your-order
509662,"2014-03-16 22:43:35",214728,/home
509663,"2014-03-16 22:43:40",214729,/lander-2
509664,"2014-03-16 22:43:57",214726,/products
509665,"2014-03-16 22:44:10",214730,/lander-3
509666,"2014-03-16 22:44:16",214731,/home
509667,"2014-03-16 22:44:59",214726,/the-original-mr-fuzzy
509668,"2014-03-16 22:45:12",214728,/products
509669,"2014-03-16 22:45:15",214723,/cart
509670,"2014-03-16 22:47:13",214732,/home
509671,"2014-03-16 22:48:57",214726,/cart
509672,"2014-03-16 22:49:10",214731,/products
509673,"2014-03-16 22:50:31",214732,/products
509674,"2014-03-16 22:52:48",214726,/shipping
509675,"2014-03-16 22:53:04",214731,/the-original-mr-fuzzy
509676,"2014-03-16 22:53:26",214732,/the-original-mr-fuzzy
509677,"2014-03-16 22:55:58",214733,/lander-3
509678,"2014-03-16 22:56:00",214734,/lander-4
509679,"2014-03-16 22:58:46",214734,/products
509680,"2014-03-16 22:59:20",214735,/home
509681,"2014-03-16 23:01:24",214734,/the-original-mr-fuzzy
509682,"2014-03-16 23:02:11",214735,/products
509683,"2014-03-16 23:03:45",214734,/cart
509684,"2014-03-16 23:07:35",214736,/lander-3
509685,"2014-03-16 23:10:36",214736,/products
509686,"2014-03-16 23:13:40",214737,/lander-2
509687,"2014-03-16 23:14:18",214737,/products
509688,"2014-03-16 23:16:40",214738,/lander-4
509689,"2014-03-16 23:18:29",214737,/the-original-mr-fuzzy
509690,"2014-03-16 23:19:54",214739,/lander-4
509691,"2014-03-16 23:20:58",214740,/lander-4
509692,"2014-03-16 23:21:32",214737,/cart
509693,"2014-03-16 23:21:51",214741,/lander-3
509694,"2014-03-16 23:22:08",214738,/products
509695,"2014-03-16 23:23:15",214737,/shipping
509696,"2014-03-16 23:23:19",214742,/lander-4
509697,"2014-03-16 23:24:08",214739,/products
509698,"2014-03-16 23:25:20",214737,/billing-2
509699,"2014-03-16 23:26:01",214738,/the-original-mr-fuzzy
509700,"2014-03-16 23:26:08",214740,/products
509701,"2014-03-16 23:26:23",214739,/the-original-mr-fuzzy
509702,"2014-03-16 23:26:33",214738,/cart
509703,"2014-03-16 23:28:37",214743,/lander-4
509704,"2014-03-16 23:28:44",214742,/products
509705,"2014-03-16 23:29:22",214744,/lander-4
509706,"2014-03-16 23:30:24",214739,/cart
509707,"2014-03-16 23:30:25",214738,/shipping
